,Date_in_proper_format,RoughType,RoughSize,PolishSize
4542,2025-11-01,SWBL,-3Grs,1.70 Up
4543,2025-11-01,SWBL,-3Grs,0.50-0.699
4544,2025-11-01,SWBL,-3Grs,0.30 Dn
4545,2025-11-01,SWBL,4-6Grs,0.70-1.699
4546,2025-11-01,SWBL,4-6Grs,0.30-0.499
4547,2025-11-01,SWBL,4-6Grs,1.70 Up
4548,2025-11-01,SWBL,4-6Grs,0.50-0.699
4549,2025-11-01,SWBL,4-6Grs,0.30 Dn
4550,2025-11-01,MIX,2-4CT,0.70-1.699
4551,2025-11-01,MIX,2-4CT,0.30-0.499
4552,2025-11-01,MIX,2-4CT,1.70 Up
4553,2025-11-01,MIX,2-4CT,0.50-0.699
4554,2025-11-01,MIX,2-4CT,0.30 Dn
4555,2025-11-01,MIX,5-10CT,0.70-1.699
4556,2025-11-01,MIX,5-10CT,0.30-0.499
4557,2025-11-01,MIX,5-10CT,1.70 Up
4558,2025-11-01,MIX,5-10CT,0.50-0.699
4559,2025-11-01,MIX,5-10CT,0.30 Dn
4560,2025-11-01,MIX,10.8,0.70-1.699
4561,2025-11-01,MIX,10.8,0.30-0.499
4562,2025-11-01,MIX,10.8,1.70 Up
4563,2025-11-01,MIX,10.8,0.50-0.699
4564,2025-11-01,MIX,10.8,0.30 Dn
4565,2025-11-01,MIX,-3Grs,0.70-1.699
4566,2025-11-01,MIX,-3Grs,0.30-0.499
4567,2025-11-01,MIX,-3Grs,1.70 Up
4568,2025-11-01,MIX,-3Grs,0.50-0.699
4569,2025-11-01,MIX,-3Grs,0.30 Dn
4570,2025-11-01,MIX,4-6Grs,0.70-1.699
4571,2025-11-01,MIX,4-6Grs,0.30-0.499
4572,2025-11-01,MIX,4-6Grs,1.70 Up
4573,2025-11-01,MIX,4-6Grs,0.50-0.699
4574,2025-11-01,MIX,4-6Grs,0.30 Dn
4575,2025-11-01,S CLIV,2-4CT,0.70-1.699
4576,2025-11-01,S CLIV,2-4CT,0.30-0.499
4577,2025-11-01,S CLIV,2-4CT,1.70 Up
4578,2025-11-01,S CLIV,2-4CT,0.50-0.699
4579,2025-11-01,S CLIV,2-4CT,0.30 Dn
4580,2025-11-01,S CLIV,5-10CT,0.70-1.699
4581,2025-11-01,S CLIV,5-10CT,0.30-0.499
4582,2025-11-01,S CLIV,5-10CT,1.70 Up
4583,2025-11-01,S CLIV,5-10CT,0.50-0.699
4584,2025-11-01,S CLIV,5-10CT,0.30 Dn
4585,2025-11-01,S CLIV,10.8,0.70-1.699
4586,2025-11-01,S CLIV,10.8,0.30-0.499
4587,2025-11-01,S CLIV,10.8,1.70 Up
4588,2025-11-01,S CLIV,10.8,0.50-0.699
4589,2025-11-01,S CLIV,10.8,0.30 Dn
4590,2025-11-01,S CLIV,-3Grs,0.70-1.699
4591,2025-11-01,S CLIV,-3Grs,0.30-0.499
4592,2025-11-01,S CLIV,-3Grs,1.70 Up
4593,2025-11-01,S CLIV,-3Grs,0.50-0.699
4594,2025-11-01,S CLIV,-3Grs,0.30 Dn
4595,2025-11-01,S CLIV,4-6Grs,0.70-1.699
4596,2025-11-01,S CLIV,4-6Grs,0.30-0.499
4597,2025-11-01,S CLIV,4-6Grs,1.70 Up
4598,2025-11-01,S CLIV,4-6Grs,0.50-0.699
4599,2025-11-01,S CLIV,4-6Grs,0.30 Dn
4600,2025-12-01,COL(YB),2-4CT,0.70-1.699
4601,2025-12-01,COL(YB),2-4CT,0.30-0.499
4602,2025-12-01,COL(YB),2-4CT,1.70 Up
4603,2025-12-01,COL(YB),2-4CT,0.50-0.699
4604,2025-12-01,COL(YB),2-4CT,0.30 Dn
4605,2025-12-01,COL(YB),5-10CT,0.70-1.699
4606,2025-12-01,COL(YB),5-10CT,0.30-0.499
4607,2025-12-01,COL(YB),5-10CT,1.70 Up
4608,2025-12-01,COL(YB),5-10CT,0.50-0.699
4609,2025-12-01,COL(YB),5-10CT,0.30 Dn
4610,2025-12-01,COL(YB),10.8,0.70-1.699
4611,2025-12-01,COL(YB),10.8,0.30-0.499
4612,2025-12-01,COL(YB),10.8,1.70 Up
4613,2025-12-01,COL(YB),10.8,0.50-0.699
4614,2025-12-01,COL(YB),10.8,0.30 Dn
4615,2025-12-01,COL(YB),-3Grs,0.70-1.699
4616,2025-12-01,COL(YB),-3Grs,0.30-0.499
4617,2025-12-01,COL(YB),-3Grs,1.70 Up
4618,2025-12-01,COL(YB),-3Grs,0.50-0.699
4619,2025-12-01,COL(YB),-3Grs,0.30 Dn
4620,2025-12-01,COL(YB),4-6Grs,0.70-1.699
4621,2025-12-01,COL(YB),4-6Grs,0.30-0.499
4622,2025-12-01,COL(YB),4-6Grs,1.70 Up
4623,2025-12-01,COL(YB),4-6Grs,0.50-0.699
4624,2025-12-01,COL(YB),4-6Grs,0.30 Dn
4625,2025-12-01,MKBL,2-4CT,0.70-1.699
4626,2025-12-01,MKBL,2-4CT,0.30-0.499
4627,2025-12-01,MKBL,2-4CT,1.70 Up
4628,2025-12-01,MKBL,2-4CT,0.50-0.699
4629,2025-12-01,MKBL,2-4CT,0.30 Dn
4630,2025-12-01,MKBL,5-10CT,0.70-1.699
4631,2025-12-01,MKBL,5-10CT,0.30-0.499
4632,2025-12-01,MKBL,5-10CT,1.70 Up
4633,2025-12-01,MKBL,5-10CT,0.50-0.699
4634,2025-12-01,MKBL,5-10CT,0.30 Dn
4635,2025-12-01,MKBL,10.8,0.70-1.699
4636,2025-12-01,MKBL,10.8,0.30-0.499
4637,2025-12-01,MKBL,10.8,1.70 Up
4638,2025-12-01,MKBL,10.8,0.50-0.699
4639,2025-12-01,MKBL,10.8,0.30 Dn
4640,2025-12-01,MKBL,-3Grs,0.70-1.699
4641,2025-12-01,MKBL,-3Grs,0.30-0.499
4642,2025-12-01,MKBL,-3Grs,1.70 Up
4643,2025-12-01,MKBL,-3Grs,0.50-0.699
4644,2025-12-01,MKBL,-3Grs,0.30 Dn
4645,2025-12-01,MKBL,4-6Grs,0.70-1.699
4646,2025-12-01,MKBL,4-6Grs,0.30-0.499
4647,2025-12-01,MKBL,4-6Grs,1.70 Up
4648,2025-12-01,MKBL,4-6Grs,0.50-0.699
4649,2025-12-01,MKBL,4-6Grs,0.30 Dn
4650,2025-12-01,CLIV,2-4CT,0.70-1.699
4651,2025-12-01,CLIV,2-4CT,0.30-0.499
4652,2025-12-01,CLIV,2-4CT,1.70 Up
4653,2025-12-01,CLIV,2-4CT,0.50-0.699
4654,2025-12-01,CLIV,2-4CT,0.30 Dn
4655,2025-12-01,CLIV,5-10CT,0.70-1.699
4656,2025-12-01,CLIV,5-10CT,0.30-0.499
4657,2025-12-01,CLIV,5-10CT,1.70 Up
4658,2025-12-01,CLIV,5-10CT,0.50-0.699
4659,2025-12-01,CLIV,5-10CT,0.30 Dn
4660,2025-12-01,CLIV,10.8,0.70-1.699
4661,2025-12-01,CLIV,10.8,0.30-0.499
4662,2025-12-01,CLIV,10.8,1.70 Up
4663,2025-12-01,CLIV,10.8,0.50-0.699
4664,2025-12-01,CLIV,10.8,0.30 Dn
4665,2025-12-01,CLIV,-3Grs,0.70-1.699
4666,2025-12-01,CLIV,-3Grs,0.30-0.499
4667,2025-12-01,CLIV,-3Grs,1.70 Up
4668,2025-12-01,CLIV,-3Grs,0.50-0.699
4669,2025-12-01,CLIV,-3Grs,0.30 Dn
4670,2025-12-01,CLIV,4-6Grs,0.70-1.699
4671,2025-12-01,CLIV,4-6Grs,0.30-0.499
4672,2025-12-01,CLIV,4-6Grs,1.70 Up
4673,2025-12-01,CLIV,4-6Grs,0.50-0.699
4674,2025-12-01,CLIV,4-6Grs,0.30 Dn
4675,2025-12-01,SINGLE,2-4CT,0.70-1.699
4676,2025-12-01,SINGLE,2-4CT,0.30-0.499
4677,2025-12-01,SINGLE,2-4CT,1.70 Up
4678,2025-12-01,SINGLE,2-4CT,0.50-0.699
4679,2025-12-01,SINGLE,2-4CT,0.30 Dn
4680,2025-12-01,SINGLE,5-10CT,0.70-1.699
4681,2025-12-01,SINGLE,5-10CT,0.30-0.499
4682,2025-12-01,SINGLE,5-10CT,1.70 Up
4683,2025-12-01,SINGLE,5-10CT,0.50-0.699
4684,2025-12-01,SINGLE,5-10CT,0.30 Dn
4685,2025-12-01,SINGLE,10.8,0.70-1.699
4686,2025-12-01,SINGLE,10.8,0.30-0.499
4687,2025-12-01,SINGLE,10.8,1.70 Up
4688,2025-12-01,SINGLE,10.8,0.50-0.699
4689,2025-12-01,SINGLE,10.8,0.30 Dn
4690,2025-12-01,SINGLE,-3Grs,0.70-1.699
4691,2025-12-01,SINGLE,-3Grs,0.30-0.499
4692,2025-12-01,SINGLE,-3Grs,1.70 Up
4693,2025-12-01,SINGLE,-3Grs,0.50-0.699
4694,2025-12-01,SINGLE,-3Grs,0.30 Dn
4695,2025-12-01,SINGLE,4-6Grs,0.70-1.699
4696,2025-12-01,SINGLE,4-6Grs,0.30-0.499
4697,2025-12-01,SINGLE,4-6Grs,1.70 Up
4698,2025-12-01,SINGLE,4-6Grs,0.50-0.699
4699,2025-12-01,SINGLE,4-6Grs,0.30 Dn
4700,2025-12-01,M.CLIV,2-4CT,0.70-1.699
4701,2025-12-01,M.CLIV,2-4CT,0.30-0.499
4702,2025-12-01,M.CLIV,2-4CT,1.70 Up
4703,2025-12-01,M.CLIV,2-4CT,0.50-0.699
4704,2025-12-01,M.CLIV,2-4CT,0.30 Dn
4705,2025-12-01,M.CLIV,5-10CT,0.70-1.699
4706,2025-12-01,M.CLIV,5-10CT,0.30-0.499
4707,2025-12-01,M.CLIV,5-10CT,1.70 Up
4708,2025-12-01,M.CLIV,5-10CT,0.50-0.699
4709,2025-12-01,M.CLIV,5-10CT,0.30 Dn
4710,2025-12-01,M.CLIV,10.8,0.70-1.699
4711,2025-12-01,M.CLIV,10.8,0.30-0.499
4712,2025-12-01,M.CLIV,10.8,1.70 Up
4713,2025-12-01,M.CLIV,10.8,0.50-0.699
4714,2025-12-01,M.CLIV,10.8,0.30 Dn
4715,2025-12-01,M.CLIV,-3Grs,0.70-1.699
4716,2025-12-01,M.CLIV,-3Grs,0.30-0.499
4717,2025-12-01,M.CLIV,-3Grs,1.70 Up
4718,2025-12-01,M.CLIV,-3Grs,0.50-0.699
4719,2025-12-01,M.CLIV,-3Grs,0.30 Dn
4720,2025-12-01,M.CLIV,4-6Grs,0.70-1.699
4721,2025-12-01,M.CLIV,4-6Grs,0.30-0.499
4722,2025-12-01,M.CLIV,4-6Grs,1.70 Up
4723,2025-12-01,M.CLIV,4-6Grs,0.50-0.699
4724,2025-12-01,M.CLIV,4-6Grs,0.30 Dn
4725,2025-12-01,SWBL,2-4CT,0.70-1.699
4726,2025-12-01,SWBL,2-4CT,0.30-0.499
4727,2025-12-01,SWBL,2-4CT,1.70 Up
4728,2025-12-01,SWBL,2-4CT,0.50-0.699
4729,2025-12-01,SWBL,2-4CT,0.30 Dn
4730,2025-12-01,SWBL,5-10CT,0.70-1.699
4731,2025-12-01,SWBL,5-10CT,0.30-0.499
4732,2025-12-01,SWBL,5-10CT,1.70 Up
4733,2025-12-01,SWBL,5-10CT,0.50-0.699
4734,2025-12-01,SWBL,5-10CT,0.30 Dn
4735,2025-12-01,SWBL,10.8,0.70-1.699
4736,2025-12-01,SWBL,10.8,0.30-0.499
4737,2025-12-01,SWBL,10.8,1.70 Up
4738,2025-12-01,SWBL,10.8,0.50-0.699
4739,2025-12-01,SWBL,10.8,0.30 Dn
4740,2025-12-01,SWBL,-3Grs,0.70-1.699
4741,2025-12-01,SWBL,-3Grs,0.30-0.499
4742,2025-12-01,SWBL,-3Grs,1.70 Up
4743,2025-12-01,SWBL,-3Grs,0.50-0.699
4744,2025-12-01,SWBL,-3Grs,0.30 Dn
4745,2025-12-01,SWBL,4-6Grs,0.70-1.699
4746,2025-12-01,SWBL,4-6Grs,0.30-0.499
4747,2025-12-01,SWBL,4-6Grs,1.70 Up
4748,2025-12-01,SWBL,4-6Grs,0.50-0.699
4749,2025-12-01,SWBL,4-6Grs,0.30 Dn
4750,2025-12-01,MIX,2-4CT,0.70-1.699
4751,2025-12-01,MIX,2-4CT,0.30-0.499
4752,2025-12-01,MIX,2-4CT,1.70 Up
4753,2025-12-01,MIX,2-4CT,0.50-0.699
4754,2025-12-01,MIX,2-4CT,0.30 Dn
4755,2025-12-01,MIX,5-10CT,0.70-1.699
4756,2025-12-01,MIX,5-10CT,0.30-0.499
4757,2025-12-01,MIX,5-10CT,1.70 Up
4758,2025-12-01,MIX,5-10CT,0.50-0.699
4759,2025-12-01,MIX,5-10CT,0.30 Dn
4760,2025-12-01,MIX,10.8,0.70-1.699
4761,2025-12-01,MIX,10.8,0.30-0.499
4762,2025-12-01,MIX,10.8,1.70 Up
4763,2025-12-01,MIX,10.8,0.50-0.699
4764,2025-12-01,MIX,10.8,0.30 Dn
4765,2025-12-01,MIX,-3Grs,0.70-1.699
4766,2025-12-01,MIX,-3Grs,0.30-0.499
4767,2025-12-01,MIX,-3Grs,1.70 Up
4768,2025-12-01,MIX,-3Grs,0.50-0.699
4769,2025-12-01,MIX,-3Grs,0.30 Dn
4770,2025-12-01,MIX,4-6Grs,0.70-1.699
4771,2025-12-01,MIX,4-6Grs,0.30-0.499
4772,2025-12-01,MIX,4-6Grs,1.70 Up
4773,2025-12-01,MIX,4-6Grs,0.50-0.699
4774,2025-12-01,MIX,4-6Grs,0.30 Dn
4775,2025-12-01,S CLIV,2-4CT,0.70-1.699
4776,2025-12-01,S CLIV,2-4CT,0.30-0.499
4777,2025-12-01,S CLIV,2-4CT,1.70 Up
4778,2025-12-01,S CLIV,2-4CT,0.50-0.699
4779,2025-12-01,S CLIV,2-4CT,0.30 Dn
4780,2025-12-01,S CLIV,5-10CT,0.70-1.699
4781,2025-12-01,S CLIV,5-10CT,0.30-0.499
4782,2025-12-01,S CLIV,5-10CT,1.70 Up
4783,2025-12-01,S CLIV,5-10CT,0.50-0.699
4784,2025-12-01,S CLIV,5-10CT,0.30 Dn
4785,2025-12-01,S CLIV,10.8,0.70-1.699
4786,2025-12-01,S CLIV,10.8,0.30-0.499
4787,2025-12-01,S CLIV,10.8,1.70 Up
4788,2025-12-01,S CLIV,10.8,0.50-0.699
4789,2025-12-01,S CLIV,10.8,0.30 Dn
4790,2025-12-01,S CLIV,-3Grs,0.70-1.699
4791,2025-12-01,S CLIV,-3Grs,0.30-0.499
4792,2025-12-01,S CLIV,-3Grs,1.70 Up
4793,2025-12-01,S CLIV,-3Grs,0.50-0.699
4794,2025-12-01,S CLIV,-3Grs,0.30 Dn
4795,2025-12-01,S CLIV,4-6Grs,0.70-1.699
4796,2025-12-01,S CLIV,4-6Grs,0.30-0.499
