,Date_in_proper_format,RoughType,RoughSize,PolishSize
1218,2024-07-01,COL(YB),-3Grs,0.50-0.699
1219,2024-07-01,COL(YB),-3Grs,0.30 Dn
1220,2024-07-01,COL(YB),4-6Grs,0.70-1.699
1221,2024-07-01,COL(YB),4-6Grs,0.30-0.499
1222,2024-07-01,COL(YB),4-6Grs,1.70 Up
1223,2024-07-01,COL(YB),4-6Grs,0.50-0.699
1224,2024-07-01,COL(YB),4-6Grs,0.30 Dn
1225,2024-07-01,MKBL,2-4CT,0.70-1.699
1226,2024-07-01,MKBL,2-4CT,0.30-0.499
1227,2024-07-01,MKBL,2-4CT,1.70 Up
1228,2024-07-01,MKBL,2-4CT,0.50-0.699
1229,2024-07-01,MKBL,2-4CT,0.30 Dn
1230,2024-07-01,MKBL,5-10CT,0.70-1.699
1231,2024-07-01,MKBL,5-10CT,0.30-0.499
1232,2024-07-01,MKBL,5-10CT,1.70 Up
1233,2024-07-01,MKBL,5-10CT,0.50-0.699
1234,2024-07-01,MKBL,5-10CT,0.30 Dn
1235,2024-07-01,MKBL,10.8,0.70-1.699
1236,2024-07-01,MKBL,10.8,0.30-0.499
1237,2024-07-01,MKBL,10.8,1.70 Up
1238,2024-07-01,MKBL,10.8,0.50-0.699
1239,2024-07-01,MKBL,10.8,0.30 Dn
1240,2024-07-01,MKBL,-3Grs,0.70-1.699
1241,2024-07-01,MKBL,-3Grs,0.30-0.499
1242,2024-07-01,MKBL,-3Grs,1.70 Up
1243,2024-07-01,MKBL,-3Grs,0.50-0.699
1244,2024-07-01,MKBL,-3Grs,0.30 Dn
1245,2024-07-01,MKBL,4-6Grs,0.70-1.699
1246,2024-07-01,MKBL,4-6Grs,0.30-0.499
1247,2024-07-01,MKBL,4-6Grs,1.70 Up
1248,2024-07-01,MKBL,4-6Grs,0.50-0.699
1249,2024-07-01,MKBL,4-6Grs,0.30 Dn
1250,2024-07-01,CLIV,2-4CT,0.70-1.699
1251,2024-07-01,CLIV,2-4CT,0.30-0.499
1252,2024-07-01,CLIV,2-4CT,1.70 Up
1253,2024-07-01,CLIV,2-4CT,0.50-0.699
1254,2024-07-01,CLIV,2-4CT,0.30 Dn
1255,2024-07-01,CLIV,5-10CT,0.70-1.699
1256,2024-07-01,CLIV,5-10CT,0.30-0.499
1257,2024-07-01,CLIV,5-10CT,1.70 Up
1258,2024-07-01,CLIV,5-10CT,0.50-0.699
1259,2024-07-01,CLIV,5-10CT,0.30 Dn
1260,2024-07-01,CLIV,10.8,0.70-1.699
1261,2024-07-01,CLIV,10.8,0.30-0.499
1262,2024-07-01,CLIV,10.8,1.70 Up
1263,2024-07-01,CLIV,10.8,0.50-0.699
1264,2024-07-01,CLIV,10.8,0.30 Dn
1265,2024-07-01,CLIV,-3Grs,0.70-1.699
1266,2024-07-01,CLIV,-3Grs,0.30-0.499
1267,2024-07-01,CLIV,-3Grs,1.70 Up
1268,2024-07-01,CLIV,-3Grs,0.50-0.699
1269,2024-07-01,CLIV,-3Grs,0.30 Dn
1270,2024-07-01,CLIV,4-6Grs,0.70-1.699
1271,2024-07-01,CLIV,4-6Grs,0.30-0.499
1272,2024-07-01,CLIV,4-6Grs,1.70 Up
1273,2024-07-01,CLIV,4-6Grs,0.50-0.699
1274,2024-07-01,CLIV,4-6Grs,0.30 Dn
1275,2024-07-01,SINGLE,2-4CT,0.70-1.699
1276,2024-07-01,SINGLE,2-4CT,0.30-0.499
1277,2024-07-01,SINGLE,2-4CT,1.70 Up
1278,2024-07-01,SINGLE,2-4CT,0.50-0.699
1279,2024-07-01,SINGLE,2-4CT,0.30 Dn
1280,2024-07-01,SINGLE,5-10CT,0.70-1.699
1281,2024-07-01,SINGLE,5-10CT,0.30-0.499
1282,2024-07-01,SINGLE,5-10CT,1.70 Up
1283,2024-07-01,SINGLE,5-10CT,0.50-0.699
1284,2024-07-01,SINGLE,5-10CT,0.30 Dn
1285,2024-07-01,SINGLE,10.8,0.70-1.699
1286,2024-07-01,SINGLE,10.8,0.30-0.499
1287,2024-07-01,SINGLE,10.8,1.70 Up
1288,2024-07-01,SINGLE,10.8,0.50-0.699
1289,2024-07-01,SINGLE,10.8,0.30 Dn
1290,2024-07-01,SINGLE,-3Grs,0.70-1.699
1291,2024-07-01,SINGLE,-3Grs,0.30-0.499
1292,2024-07-01,SINGLE,-3Grs,1.70 Up
1293,2024-07-01,SINGLE,-3Grs,0.50-0.699
1294,2024-07-01,SINGLE,-3Grs,0.30 Dn
1295,2024-07-01,SINGLE,4-6Grs,0.70-1.699
1296,2024-07-01,SINGLE,4-6Grs,0.30-0.499
1297,2024-07-01,SINGLE,4-6Grs,1.70 Up
1298,2024-07-01,SINGLE,4-6Grs,0.50-0.699
1299,2024-07-01,SINGLE,4-6Grs,0.30 Dn
1300,2024-07-01,M.CLIV,2-4CT,0.70-1.699
1301,2024-07-01,M.CLIV,2-4CT,0.30-0.499
1302,2024-07-01,M.CLIV,2-4CT,1.70 Up
1303,2024-07-01,M.CLIV,2-4CT,0.50-0.699
1304,2024-07-01,M.CLIV,2-4CT,0.30 Dn
1305,2024-07-01,M.CLIV,5-10CT,0.70-1.699
1306,2024-07-01,M.CLIV,5-10CT,0.30-0.499
1307,2024-07-01,M.CLIV,5-10CT,1.70 Up
1308,2024-07-01,M.CLIV,5-10CT,0.50-0.699
1309,2024-07-01,M.CLIV,5-10CT,0.30 Dn
1310,2024-07-01,M.CLIV,10.8,0.70-1.699
1311,2024-07-01,M.CLIV,10.8,0.30-0.499
1312,2024-07-01,M.CLIV,10.8,1.70 Up
1313,2024-07-01,M.CLIV,10.8,0.50-0.699
1314,2024-07-01,M.CLIV,10.8,0.30 Dn
1315,2024-07-01,M.CLIV,-3Grs,0.70-1.699
1316,2024-07-01,M.CLIV,-3Grs,0.30-0.499
1317,2024-07-01,M.CLIV,-3Grs,1.70 Up
1318,2024-07-01,M.CLIV,-3Grs,0.50-0.699
1319,2024-07-01,M.CLIV,-3Grs,0.30 Dn
1320,2024-07-01,M.CLIV,4-6Grs,0.70-1.699
1321,2024-07-01,M.CLIV,4-6Grs,0.30-0.499
1322,2024-07-01,M.CLIV,4-6Grs,1.70 Up
1323,2024-07-01,M.CLIV,4-6Grs,0.50-0.699
1324,2024-07-01,M.CLIV,4-6Grs,0.30 Dn
1325,2024-07-01,SWBL,2-4CT,0.70-1.699
1326,2024-07-01,SWBL,2-4CT,0.30-0.499
1327,2024-07-01,SWBL,2-4CT,1.70 Up
1328,2024-07-01,SWBL,2-4CT,0.50-0.699
1329,2024-07-01,SWBL,2-4CT,0.30 Dn
1330,2024-07-01,SWBL,5-10CT,0.70-1.699
1331,2024-07-01,SWBL,5-10CT,0.30-0.499
1332,2024-07-01,SWBL,5-10CT,1.70 Up
1333,2024-07-01,SWBL,5-10CT,0.50-0.699
1334,2024-07-01,SWBL,5-10CT,0.30 Dn
1335,2024-07-01,SWBL,10.8,0.70-1.699
1336,2024-07-01,SWBL,10.8,0.30-0.499
1337,2024-07-01,SWBL,10.8,1.70 Up
1338,2024-07-01,SWBL,10.8,0.50-0.699
1339,2024-07-01,SWBL,10.8,0.30 Dn
1340,2024-07-01,SWBL,-3Grs,0.70-1.699
1341,2024-07-01,SWBL,-3Grs,0.30-0.499
1342,2024-07-01,SWBL,-3Grs,1.70 Up
1343,2024-07-01,SWBL,-3Grs,0.50-0.699
1344,2024-07-01,SWBL,-3Grs,0.30 Dn
1345,2024-07-01,SWBL,4-6Grs,0.70-1.699
1346,2024-07-01,SWBL,4-6Grs,0.30-0.499
1347,2024-07-01,SWBL,4-6Grs,1.70 Up
1348,2024-07-01,SWBL,4-6Grs,0.50-0.699
1349,2024-07-01,SWBL,4-6Grs,0.30 Dn
1350,2024-07-01,MIX,2-4CT,0.70-1.699
1351,2024-07-01,MIX,2-4CT,0.30-0.499
1352,2024-07-01,MIX,2-4CT,1.70 Up
1353,2024-07-01,MIX,2-4CT,0.50-0.699
1354,2024-07-01,MIX,2-4CT,0.30 Dn
1355,2024-07-01,MIX,5-10CT,0.70-1.699
1356,2024-07-01,MIX,5-10CT,0.30-0.499
1357,2024-07-01,MIX,5-10CT,1.70 Up
1358,2024-07-01,MIX,5-10CT,0.50-0.699
1359,2024-07-01,MIX,5-10CT,0.30 Dn
1360,2024-07-01,MIX,10.8,0.70-1.699
1361,2024-07-01,MIX,10.8,0.30-0.499
1362,2024-07-01,MIX,10.8,1.70 Up
1363,2024-07-01,MIX,10.8,0.50-0.699
1364,2024-07-01,MIX,10.8,0.30 Dn
1365,2024-07-01,MIX,-3Grs,0.70-1.699
1366,2024-07-01,MIX,-3Grs,0.30-0.499
1367,2024-07-01,MIX,-3Grs,1.70 Up
1368,2024-07-01,MIX,-3Grs,0.50-0.699
1369,2024-07-01,MIX,-3Grs,0.30 Dn
1370,2024-07-01,MIX,4-6Grs,0.70-1.699
1371,2024-07-01,MIX,4-6Grs,0.30-0.499
1372,2024-07-01,MIX,4-6Grs,1.70 Up
1373,2024-07-01,MIX,4-6Grs,0.50-0.699
1374,2024-07-01,MIX,4-6Grs,0.30 Dn
1375,2024-07-01,S CLIV,2-4CT,0.70-1.699
1376,2024-07-01,S CLIV,2-4CT,0.30-0.499
1377,2024-07-01,S CLIV,2-4CT,1.70 Up
1378,2024-07-01,S CLIV,2-4CT,0.50-0.699
1379,2024-07-01,S CLIV,2-4CT,0.30 Dn
1380,2024-07-01,S CLIV,5-10CT,0.70-1.699
1381,2024-07-01,S CLIV,5-10CT,0.30-0.499
1382,2024-07-01,S CLIV,5-10CT,1.70 Up
1383,2024-07-01,S CLIV,5-10CT,0.50-0.699
1384,2024-07-01,S CLIV,5-10CT,0.30 Dn
1385,2024-07-01,S CLIV,10.8,0.70-1.699
1386,2024-07-01,S CLIV,10.8,0.30-0.499
1387,2024-07-01,S CLIV,10.8,1.70 Up
1388,2024-07-01,S CLIV,10.8,0.50-0.699
1389,2024-07-01,S CLIV,10.8,0.30 Dn
1390,2024-07-01,S CLIV,-3Grs,0.70-1.699
1391,2024-07-01,S CLIV,-3Grs,0.30-0.499
1392,2024-07-01,S CLIV,-3Grs,1.70 Up
1393,2024-07-01,S CLIV,-3Grs,0.50-0.699
1394,2024-07-01,S CLIV,-3Grs,0.30 Dn
1395,2024-07-01,S CLIV,4-6Grs,0.70-1.699
1396,2024-07-01,S CLIV,4-6Grs,0.30-0.499
1397,2024-07-01,S CLIV,4-6Grs,1.70 Up
1398,2024-07-01,S CLIV,4-6Grs,0.50-0.699
1399,2024-07-01,S CLIV,4-6Grs,0.30 Dn
1400,2024-08-01,COL(YB),2-4CT,0.70-1.699
1401,2024-08-01,COL(YB),2-4CT,0.30-0.499
1402,2024-08-01,COL(YB),2-4CT,1.70 Up
1403,2024-08-01,COL(YB),2-4CT,0.50-0.699
1404,2024-08-01,COL(YB),2-4CT,0.30 Dn
1405,2024-08-01,COL(YB),5-10CT,0.70-1.699
1406,2024-08-01,COL(YB),5-10CT,0.30-0.499
1407,2024-08-01,COL(YB),5-10CT,1.70 Up
1408,2024-08-01,COL(YB),5-10CT,0.50-0.699
1409,2024-08-01,COL(YB),5-10CT,0.30 Dn
1410,2024-08-01,COL(YB),10.8,0.70-1.699
1411,2024-08-01,COL(YB),10.8,0.30-0.499
1412,2024-08-01,COL(YB),10.8,1.70 Up
1413,2024-08-01,COL(YB),10.8,0.50-0.699
1414,2024-08-01,COL(YB),10.8,0.30 Dn
1415,2024-08-01,COL(YB),-3Grs,0.70-1.699
1416,2024-08-01,COL(YB),-3Grs,0.30-0.499
1417,2024-08-01,COL(YB),-3Grs,1.70 Up
1418,2024-08-01,COL(YB),-3Grs,0.50-0.699
1419,2024-08-01,COL(YB),-3Grs,0.30 Dn
1420,2024-08-01,COL(YB),4-6Grs,0.70-1.699
1421,2024-08-01,COL(YB),4-6Grs,0.30-0.499
1422,2024-08-01,COL(YB),4-6Grs,1.70 Up
1423,2024-08-01,COL(YB),4-6Grs,0.50-0.699
1424,2024-08-01,COL(YB),4-6Grs,0.30 Dn
1425,2024-08-01,MKBL,2-4CT,0.70-1.699
1426,2024-08-01,MKBL,2-4CT,0.30-0.499
1427,2024-08-01,MKBL,2-4CT,1.70 Up
1428,2024-08-01,MKBL,2-4CT,0.50-0.699
1429,2024-08-01,MKBL,2-4CT,0.30 Dn
1430,2024-08-01,MKBL,5-10CT,0.70-1.699
1431,2024-08-01,MKBL,5-10CT,0.30-0.499
1432,2024-08-01,MKBL,5-10CT,1.70 Up
1433,2024-08-01,MKBL,5-10CT,0.50-0.699
1434,2024-08-01,MKBL,5-10CT,0.30 Dn
1435,2024-08-01,MKBL,10.8,0.70-1.699
1436,2024-08-01,MKBL,10.8,0.30-0.499
1437,2024-08-01,MKBL,10.8,1.70 Up
1438,2024-08-01,MKBL,10.8,0.50-0.699
1439,2024-08-01,MKBL,10.8,0.30 Dn
1440,2024-08-01,MKBL,-3Grs,0.70-1.699
1441,2024-08-01,MKBL,-3Grs,0.30-0.499
1442,2024-08-01,MKBL,-3Grs,1.70 Up
1443,2024-08-01,MKBL,-3Grs,0.50-0.699
1444,2024-08-01,MKBL,-3Grs,0.30 Dn
1445,2024-08-01,MKBL,4-6Grs,0.70-1.699
1446,2024-08-01,MKBL,4-6Grs,0.30-0.499
1447,2024-08-01,MKBL,4-6Grs,1.70 Up
1448,2024-08-01,MKBL,4-6Grs,0.50-0.699
1449,2024-08-01,MKBL,4-6Grs,0.30 Dn
1450,2024-08-01,CLIV,2-4CT,0.70-1.699
1451,2024-08-01,CLIV,2-4CT,0.30-0.499
1452,2024-08-01,CLIV,2-4CT,1.70 Up
1453,2024-08-01,CLIV,2-4CT,0.50-0.699
1454,2024-08-01,CLIV,2-4CT,0.30 Dn
1455,2024-08-01,CLIV,5-10CT,0.70-1.699
1456,2024-08-01,CLIV,5-10CT,0.30-0.499
1457,2024-08-01,CLIV,5-10CT,1.70 Up
1458,2024-08-01,CLIV,5-10CT,0.50-0.699
1459,2024-08-01,CLIV,5-10CT,0.30 Dn
1460,2024-08-01,CLIV,10.8,0.70-1.699
1461,2024-08-01,CLIV,10.8,0.30-0.499
1462,2024-08-01,CLIV,10.8,1.70 Up
1463,2024-08-01,CLIV,10.8,0.50-0.699
1464,2024-08-01,CLIV,10.8,0.30 Dn
1465,2024-08-01,CLIV,-3Grs,0.70-1.699
1466,2024-08-01,CLIV,-3Grs,0.30-0.499
1467,2024-08-01,CLIV,-3Grs,1.70 Up
1468,2024-08-01,CLIV,-3Grs,0.50-0.699
1469,2024-08-01,CLIV,-3Grs,0.30 Dn
1470,2024-08-01,CLIV,4-6Grs,0.70-1.699
1471,2024-08-01,CLIV,4-6Grs,0.30-0.499
1472,2024-08-01,CLIV,4-6Grs,1.70 Up
1473,2024-08-01,CLIV,4-6Grs,0.50-0.699
1474,2024-08-01,CLIV,4-6Grs,0.30 Dn
1475,2024-08-01,SINGLE,2-4CT,0.70-1.699
1476,2024-08-01,SINGLE,2-4CT,0.30-0.499
1477,2024-08-01,SINGLE,2-4CT,1.70 Up
1478,2024-08-01,SINGLE,2-4CT,0.50-0.699
1479,2024-08-01,SINGLE,2-4CT,0.30 Dn
1480,2024-08-01,SINGLE,5-10CT,0.70-1.699
1481,2024-08-01,SINGLE,5-10CT,0.30-0.499
1482,2024-08-01,SINGLE,5-10CT,1.70 Up
1483,2024-08-01,SINGLE,5-10CT,0.50-0.699
1484,2024-08-01,SINGLE,5-10CT,0.30 Dn
1485,2024-08-01,SINGLE,10.8,0.70-1.699
1486,2024-08-01,SINGLE,10.8,0.30-0.499
1487,2024-08-01,SINGLE,10.8,1.70 Up
1488,2024-08-01,SINGLE,10.8,0.50-0.699
1489,2024-08-01,SINGLE,10.8,0.30 Dn
1490,2024-08-01,SINGLE,-3Grs,0.70-1.699
1491,2024-08-01,SINGLE,-3Grs,0.30-0.499
1492,2024-08-01,SINGLE,-3Grs,1.70 Up
1493,2024-08-01,SINGLE,-3Grs,0.50-0.699
1494,2024-08-01,SINGLE,-3Grs,0.30 Dn
1495,2024-08-01,SINGLE,4-6Grs,0.70-1.699
1496,2024-08-01,SINGLE,4-6Grs,0.30-0.499
1497,2024-08-01,SINGLE,4-6Grs,1.70 Up
1498,2024-08-01,SINGLE,4-6Grs,0.50-0.699
1499,2024-08-01,SINGLE,4-6Grs,0.30 Dn
1500,2024-08-01,M.CLIV,2-4CT,0.70-1.699
1501,2024-08-01,M.CLIV,2-4CT,0.30-0.499
1502,2024-08-01,M.CLIV,2-4CT,1.70 Up
1503,2024-08-01,M.CLIV,2-4CT,0.50-0.699
1504,2024-08-01,M.CLIV,2-4CT,0.30 Dn
1505,2024-08-01,M.CLIV,5-10CT,0.70-1.699
1506,2024-08-01,M.CLIV,5-10CT,0.30-0.499
1507,2024-08-01,M.CLIV,5-10CT,1.70 Up
1508,2024-08-01,M.CLIV,5-10CT,0.50-0.699
1509,2024-08-01,M.CLIV,5-10CT,0.30 Dn
1510,2024-08-01,M.CLIV,10.8,0.70-1.699
1511,2024-08-01,M.CLIV,10.8,0.30-0.499
1512,2024-08-01,M.CLIV,10.8,1.70 Up
1513,2024-08-01,M.CLIV,10.8,0.50-0.699
1514,2024-08-01,M.CLIV,10.8,0.30 Dn
1515,2024-08-01,M.CLIV,-3Grs,0.70-1.699
1516,2024-08-01,M.CLIV,-3Grs,0.30-0.499
1517,2024-08-01,M.CLIV,-3Grs,1.70 Up
1518,2024-08-01,M.CLIV,-3Grs,0.50-0.699
1519,2024-08-01,M.CLIV,-3Grs,0.30 Dn
1520,2024-08-01,M.CLIV,4-6Grs,0.70-1.699
1521,2024-08-01,M.CLIV,4-6Grs,0.30-0.499
1522,2024-08-01,M.CLIV,4-6Grs,1.70 Up
1523,2024-08-01,M.CLIV,4-6Grs,0.50-0.699
1524,2024-08-01,M.CLIV,4-6Grs,0.30 Dn
1525,2024-08-01,SWBL,2-4CT,0.70-1.699
1526,2024-08-01,SWBL,2-4CT,0.30-0.499
1527,2024-08-01,SWBL,2-4CT,1.70 Up
1528,2024-08-01,SWBL,2-4CT,0.50-0.699
1529,2024-08-01,SWBL,2-4CT,0.30 Dn
1530,2024-08-01,SWBL,5-10CT,0.70-1.699
1531,2024-08-01,SWBL,5-10CT,0.30-0.499
1532,2024-08-01,SWBL,5-10CT,1.70 Up
1533,2024-08-01,SWBL,5-10CT,0.50-0.699
1534,2024-08-01,SWBL,5-10CT,0.30 Dn
1535,2024-08-01,SWBL,10.8,0.70-1.699
1536,2024-08-01,SWBL,10.8,0.30-0.499
1537,2024-08-01,SWBL,10.8,1.70 Up
1538,2024-08-01,SWBL,10.8,0.50-0.699
1539,2024-08-01,SWBL,10.8,0.30 Dn
1540,2024-08-01,SWBL,-3Grs,0.70-1.699
1541,2024-08-01,SWBL,-3Grs,0.30-0.499
1542,2024-08-01,SWBL,-3Grs,1.70 Up
1543,2024-08-01,SWBL,-3Grs,0.50-0.699
1544,2024-08-01,SWBL,-3Grs,0.30 Dn
1545,2024-08-01,SWBL,4-6Grs,0.70-1.699
1546,2024-08-01,SWBL,4-6Grs,0.30-0.499
1547,2024-08-01,SWBL,4-6Grs,1.70 Up
1548,2024-08-01,SWBL,4-6Grs,0.50-0.699
1549,2024-08-01,SWBL,4-6Grs,0.30 Dn
1550,2024-08-01,MIX,2-4CT,0.70-1.699
1551,2024-08-01,MIX,2-4CT,0.30-0.499
1552,2024-08-01,MIX,2-4CT,1.70 Up
1553,2024-08-01,MIX,2-4CT,0.50-0.699
1554,2024-08-01,MIX,2-4CT,0.30 Dn
1555,2024-08-01,MIX,5-10CT,0.70-1.699
1556,2024-08-01,MIX,5-10CT,0.30-0.499
1557,2024-08-01,MIX,5-10CT,1.70 Up
1558,2024-08-01,MIX,5-10CT,0.50-0.699
1559,2024-08-01,MIX,5-10CT,0.30 Dn
1560,2024-08-01,MIX,10.8,0.70-1.699
1561,2024-08-01,MIX,10.8,0.30-0.499
1562,2024-08-01,MIX,10.8,1.70 Up
1563,2024-08-01,MIX,10.8,0.50-0.699
1564,2024-08-01,MIX,10.8,0.30 Dn
1565,2024-08-01,MIX,-3Grs,0.70-1.699
1566,2024-08-01,MIX,-3Grs,0.30-0.499
1567,2024-08-01,MIX,-3Grs,1.70 Up
1568,2024-08-01,MIX,-3Grs,0.50-0.699
1569,2024-08-01,MIX,-3Grs,0.30 Dn
1570,2024-08-01,MIX,4-6Grs,0.70-1.699
1571,2024-08-01,MIX,4-6Grs,0.30-0.499
1572,2024-08-01,MIX,4-6Grs,1.70 Up
1573,2024-08-01,MIX,4-6Grs,0.50-0.699
1574,2024-08-01,MIX,4-6Grs,0.30 Dn
1575,2024-08-01,S CLIV,2-4CT,0.70-1.699
1576,2024-08-01,S CLIV,2-4CT,0.30-0.499
1577,2024-08-01,S CLIV,2-4CT,1.70 Up
1578,2024-08-01,S CLIV,2-4CT,0.50-0.699
1579,2024-08-01,S CLIV,2-4CT,0.30 Dn
1580,2024-08-01,S CLIV,5-10CT,0.70-1.699
1581,2024-08-01,S CLIV,5-10CT,0.30-0.499
1582,2024-08-01,S CLIV,5-10CT,1.70 Up
1583,2024-08-01,S CLIV,5-10CT,0.50-0.699
1584,2024-08-01,S CLIV,5-10CT,0.30 Dn
1585,2024-08-01,S CLIV,10.8,0.70-1.699
1586,2024-08-01,S CLIV,10.8,0.30-0.499
1587,2024-08-01,S CLIV,10.8,1.70 Up
1588,2024-08-01,S CLIV,10.8,0.50-0.699
1589,2024-08-01,S CLIV,10.8,0.30 Dn
1590,2024-08-01,S CLIV,-3Grs,0.70-1.699
1591,2024-08-01,S CLIV,-3Grs,0.30-0.499
1592,2024-08-01,S CLIV,-3Grs,1.70 Up
1593,2024-08-01,S CLIV,-3Grs,0.50-0.699
1594,2024-08-01,S CLIV,-3Grs,0.30 Dn
1595,2024-08-01,S CLIV,4-6Grs,0.70-1.699
1596,2024-08-01,S CLIV,4-6Grs,0.30-0.499
1597,2024-08-01,S CLIV,4-6Grs,1.70 Up
1598,2024-08-01,S CLIV,4-6Grs,0.50-0.699
1599,2024-08-01,S CLIV,4-6Grs,0.30 Dn
1600,2024-09-01,COL(YB),2-4CT,0.70-1.699
1601,2024-09-01,COL(YB),2-4CT,0.30-0.499
1602,2024-09-01,COL(YB),2-4CT,1.70 Up
1603,2024-09-01,COL(YB),2-4CT,0.50-0.699
1604,2024-09-01,COL(YB),2-4CT,0.30 Dn
1605,2024-09-01,COL(YB),5-10CT,0.70-1.699
1606,2024-09-01,COL(YB),5-10CT,0.30-0.499
1607,2024-09-01,COL(YB),5-10CT,1.70 Up
1608,2024-09-01,COL(YB),5-10CT,0.50-0.699
1609,2024-09-01,COL(YB),5-10CT,0.30 Dn
1610,2024-09-01,COL(YB),10.8,0.70-1.699
1611,2024-09-01,COL(YB),10.8,0.30-0.499
1612,2024-09-01,COL(YB),10.8,1.70 Up
1613,2024-09-01,COL(YB),10.8,0.50-0.699
1614,2024-09-01,COL(YB),10.8,0.30 Dn
1615,2024-09-01,COL(YB),-3Grs,0.70-1.699
1616,2024-09-01,COL(YB),-3Grs,0.30-0.499
1617,2024-09-01,COL(YB),-3Grs,1.70 Up
1618,2024-09-01,COL(YB),-3Grs,0.50-0.699
1619,2024-09-01,COL(YB),-3Grs,0.30 Dn
1620,2024-09-01,COL(YB),4-6Grs,0.70-1.699
1621,2024-09-01,COL(YB),4-6Grs,0.30-0.499
1622,2024-09-01,COL(YB),4-6Grs,1.70 Up
1623,2024-09-01,COL(YB),4-6Grs,0.50-0.699
1624,2024-09-01,COL(YB),4-6Grs,0.30 Dn
1625,2024-09-01,MKBL,2-4CT,0.70-1.699
1626,2024-09-01,MKBL,2-4CT,0.30-0.499
1627,2024-09-01,MKBL,2-4CT,1.70 Up
1628,2024-09-01,MKBL,2-4CT,0.50-0.699
1629,2024-09-01,MKBL,2-4CT,0.30 Dn
1630,2024-09-01,MKBL,5-10CT,0.70-1.699
1631,2024-09-01,MKBL,5-10CT,0.30-0.499
1632,2024-09-01,MKBL,5-10CT,1.70 Up
1633,2024-09-01,MKBL,5-10CT,0.50-0.699
1634,2024-09-01,MKBL,5-10CT,0.30 Dn
1635,2024-09-01,MKBL,10.8,0.70-1.699
1636,2024-09-01,MKBL,10.8,0.30-0.499
1637,2024-09-01,MKBL,10.8,1.70 Up
1638,2024-09-01,MKBL,10.8,0.50-0.699
1639,2024-09-01,MKBL,10.8,0.30 Dn
1640,2024-09-01,MKBL,-3Grs,0.70-1.699
1641,2024-09-01,MKBL,-3Grs,0.30-0.499
1642,2024-09-01,MKBL,-3Grs,1.70 Up
1643,2024-09-01,MKBL,-3Grs,0.50-0.699
1644,2024-09-01,MKBL,-3Grs,0.30 Dn
1645,2024-09-01,MKBL,4-6Grs,0.70-1.699
1646,2024-09-01,MKBL,4-6Grs,0.30-0.499
1647,2024-09-01,MKBL,4-6Grs,1.70 Up
1648,2024-09-01,MKBL,4-6Grs,0.50-0.699
1649,2024-09-01,MKBL,4-6Grs,0.30 Dn
1650,2024-09-01,CLIV,2-4CT,0.70-1.699
1651,2024-09-01,CLIV,2-4CT,0.30-0.499
1652,2024-09-01,CLIV,2-4CT,1.70 Up
1653,2024-09-01,CLIV,2-4CT,0.50-0.699
1654,2024-09-01,CLIV,2-4CT,0.30 Dn
1655,2024-09-01,CLIV,5-10CT,0.70-1.699
1656,2024-09-01,CLIV,5-10CT,0.30-0.499
1657,2024-09-01,CLIV,5-10CT,1.70 Up
1658,2024-09-01,CLIV,5-10CT,0.50-0.699
1659,2024-09-01,CLIV,5-10CT,0.30 Dn
1660,2024-09-01,CLIV,10.8,0.70-1.699
1661,2024-09-01,CLIV,10.8,0.30-0.499
1662,2024-09-01,CLIV,10.8,1.70 Up
1663,2024-09-01,CLIV,10.8,0.50-0.699
1664,2024-09-01,CLIV,10.8,0.30 Dn
1665,2024-09-01,CLIV,-3Grs,0.70-1.699
1666,2024-09-01,CLIV,-3Grs,0.30-0.499
1667,2024-09-01,CLIV,-3Grs,1.70 Up
1668,2024-09-01,CLIV,-3Grs,0.50-0.699
1669,2024-09-01,CLIV,-3Grs,0.30 Dn
1670,2024-09-01,CLIV,4-6Grs,0.70-1.699
1671,2024-09-01,CLIV,4-6Grs,0.30-0.499
1672,2024-09-01,CLIV,4-6Grs,1.70 Up
1673,2024-09-01,CLIV,4-6Grs,0.50-0.699
1674,2024-09-01,CLIV,4-6Grs,0.30 Dn
1675,2024-09-01,SINGLE,2-4CT,0.70-1.699
1676,2024-09-01,SINGLE,2-4CT,0.30-0.499
1677,2024-09-01,SINGLE,2-4CT,1.70 Up
1678,2024-09-01,SINGLE,2-4CT,0.50-0.699
1679,2024-09-01,SINGLE,2-4CT,0.30 Dn
1680,2024-09-01,SINGLE,5-10CT,0.70-1.699
1681,2024-09-01,SINGLE,5-10CT,0.30-0.499
1682,2024-09-01,SINGLE,5-10CT,1.70 Up
1683,2024-09-01,SINGLE,5-10CT,0.50-0.699
1684,2024-09-01,SINGLE,5-10CT,0.30 Dn
1685,2024-09-01,SINGLE,10.8,0.70-1.699
1686,2024-09-01,SINGLE,10.8,0.30-0.499
1687,2024-09-01,SINGLE,10.8,1.70 Up
1688,2024-09-01,SINGLE,10.8,0.50-0.699
1689,2024-09-01,SINGLE,10.8,0.30 Dn
1690,2024-09-01,SINGLE,-3Grs,0.70-1.699
1691,2024-09-01,SINGLE,-3Grs,0.30-0.499
1692,2024-09-01,SINGLE,-3Grs,1.70 Up
1693,2024-09-01,SINGLE,-3Grs,0.50-0.699
1694,2024-09-01,SINGLE,-3Grs,0.30 Dn
1695,2024-09-01,SINGLE,4-6Grs,0.70-1.699
1696,2024-09-01,SINGLE,4-6Grs,0.30-0.499
1697,2024-09-01,SINGLE,4-6Grs,1.70 Up
